mode,sg_bb,dino_bb,clip_bb,sg_m,sg_map,sg_time,dino_m,dino_map,dino_time,clip_map,clip_time,top_k,precision,recall,f3,total_time
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,40,0.2257140084691874,0.4199788850166046,0.3565966923237944,1413.1094901561737
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,50,0.027952651735319852,0.7520997117987903,0.19503628618886784,1413.1094901561737
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,50,0.3312844938250782,0.16669341833469983,0.1697101799204631,1413.1094901561737
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,50,0.1913806304150641,0.44482929522200915,0.3583366884420969,1413.1094901561737
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,60,0.0237663917988895,0.766162753046228,0.1742604995092292,1413.1094901561737
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,60,0.328993801075978,0.17994615135204325,0.181700675029845,1413.1094901561737
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,60,0.16540884866306332,0.470116272960763,0.3594821040385675,1413.1094901561737
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,70,0.020741329618925056,0.779262596117065,0.15784153871163345,1413.1094901561737
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,70,0.3224410256725598,0.1914636892052858,0.19189736249429779,1413.1094901561737
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,70,0.1449384458630563,0.4902970958064302,0.3563091254336468,1413.1094901561737
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,80,0.018467927128124544,0.7901090593580089,0.14459068536778194,1413.1094901561737
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,80,0.31381377050184345,0.19931174618077788,0.19820445858279528,1413.1094901561737
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,80,0.12937486917128316,0.5093661072449747,0.35234235427477073,1413.1094901561737
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,90,0.016579958476448456,0.7965346616237086,0.13288836438270013,1413.1094901561737
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,90,0.30951925774548,0.2080826499120521,0.20517999275914234,1413.1094901561737
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,90,0.11709011006505833,0.5254779032030273,0.347424275797322,1413.1094901561737
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,100,0.015107108742338567,0.8044670408426138,0.1233973181082378,1413.1094901561737
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,100,0.3031381863642893,0.21876938931166873,0.21375047992292592,1413.1094901561737
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,100,0.1058019290568096,0.5394068584469176,0.3409603818044495,1413.1094901561737
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,110,0.013844923542164076,0.809109552117096,0.11489776189605523,1413.1094901561737
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,110,0.2922219043578383,0.22599097622732078,0.218512042003696,1413.1094901561737
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,110,0.0961428386870111,0.5496382887097412,0.33281570135395494,1413.1094901561737
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,120,0.012800243941380586,0.8142664254724988,0.10767265947434203,1413.1094901561737
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,120,0.27956744833365693,0.2331239654422905,0.22301010685162787,1413.1094901561737
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,120,0.08815365752735534,0.5627990592162908,0.3261544098706978,1413.1094901561737
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,130,0.011911728670712364,0.8183732403747682,0.10134660312016161,1413.1094901561737
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,130,0.2713220149038081,0.2442154578243673,0.23088660333417094,1413.1094901561737
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,130,0.08082870623967581,0.5714916495444332,0.3173982088564292,1413.1094901561737
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,140,0.011145456444666848,0.8236406520915209,0.09579118693075861,1413.1094901561737
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,140,0.26306896492178145,0.2502808953630191,0.23462275939570218,1413.1094901561737
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,140,0.07510002239338436,0.5817293465516107,0.31002548904667987,1413.1094901561737
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,150,0.010496264239964536,0.8296839406190533,0.09103527131445384,1413.1094901561737
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,150,0.2590874761531958,0.25976643372436914,0.2408668942175944,1413.1094901561737
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.13366946789995784,6.1021857261657715,150,0.06986856389483301,0.5892671550634453,0.3018212870959271,1413.1094901561737
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,10,0.1239422494016441,0.6485017524969301,0.4158404657602987,1415.1158645153046
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,10,0.2895021645021645,0.09601914708985947,0.10132187242898259,1415.1158645153046
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,10,0.5329397289218717,0.35375584336563615,0.35477737633200807,1415.1158645153046
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,20,0.0686674837148772,0.7241753869379921,0.33686027413916997,1415.1158645153046
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,20,0.36735370284477425,0.1434857577010461,0.14952876476293808,1415.1158645153046
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,20,0.4160968901228641,0.44073943090427525,0.418559373258376,1415.1158645153046
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,30,0.048117305962138104,0.7631405597839899,0.2806288052895051,1415.1158645153046
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,30,0.3865816970727685,0.1695966604484557,0.1751537846738777,1415.1158645153046
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,30,0.33389957766490674,0.49054416552327645,0.44130180057662344,1415.1158645153046
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,40,0.03704964271395019,0.7898694232142953,0.24067442357225077,1415.1158645153046
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,40,0.39769731756338894,0.19007897395024975,0.19538822671831693,1415.1158645153046
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,40,0.2733325780937538,0.525996382275627,0.44813849484706436,1415.1158645153046
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,50,0.030234360048069658,0.8067353517482432,0.2106083452827237,1415.1158645153046
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,50,0.3971555771068758,0.20458518528729566,0.20878239388513373,1415.1158645153046
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,50,0.22963587882061157,0.5493485192736768,0.44405578835596754,1415.1158645153046
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,60,0.025670433151178666,0.8217007253473545,0.18798978569471136,1415.1158645153046
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,60,0.4008095890401085,0.22009109667388888,0.22308002389954126,1415.1158645153046
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,60,0.19715418547905297,0.5727041032958002,0.43965401981231134,1415.1158645153046
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,70,0.022275966280141033,0.8324402398170542,0.16941210392218792,1415.1158645153046
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,70,0.38993098351864586,0.23245567146385995,0.23384919389715608,1415.1158645153046
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,70,0.17202197278280235,0.5874611209444575,0.42905124092503494,1415.1158645153046
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,80,0.019763990860032356,0.8420453335763208,0.1546978062489954,1415.1158645153046
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,80,0.3722294412838244,0.2421364398296933,0.2415735950284444,1415.1158645153046
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,80,0.15194652232332126,0.6047050290634373,0.42068103987950367,1415.1158645153046
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,90,0.01769286959669075,0.8467711925838359,0.14179419613988026,1415.1158645153046
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,90,0.36346688853015247,0.2509907408476211,0.2483685458338353,1415.1158645153046
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,90,0.13668100153481605,0.6193490633300365,0.4118620025233754,1415.1158645153046
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,100,0.016049290857329288,0.8526975128364547,0.1311220686034365,1415.1158645153046
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,100,0.35230508136254907,0.2626317750028598,0.2574231934105756,1415.1158645153046
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,100,0.12312985781180356,0.6291986901642412,0.4006475067109404,1415.1158645153046
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,110,0.014693346262822987,0.856630299794213,0.12195067073730695,1415.1158645153046
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,110,0.3423970337624795,0.27189283691861993,0.26391485600938247,1415.1158645153046
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,110,0.1120333347430687,0.6398132717406734,0.3908358203994903,1415.1158645153046
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,120,0.013583799182426286,0.8619596302178427,0.11426304022723,1415.1158645153046
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,120,0.3323095065349222,0.2793592739066383,0.2686517341372879,1415.1158645153046
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,120,0.10281744563180804,0.6498356656844768,0.3808479819243199,1415.1158645153046
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,130,0.012617540877287564,0.8657785419608616,0.10739070606828317,1415.1158645153046
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,130,0.32234564049456343,0.28865213877986035,0.27520910325270637,1415.1158645153046
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,130,0.09439376033116727,0.6572522040973625,0.36933625739158543,1415.1158645153046
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,140,0.011791362002248463,0.8709608903823237,0.10138221628287845,1415.1158645153046
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,140,0.31027439796095924,0.29525451457866464,0.27896241910717723,1415.1158645153046
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,140,0.08743207170046563,0.6667864086193918,0.35984126506982084,1415.1158645153046
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,150,0.011074995216448327,0.8754155131405178,0.09608154493548386,1415.1158645153046
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,150,0.3047026008956715,0.30457398444650163,0.28510864016117166,1415.1158645153046
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-large-patch14,400,0.1416491328798426,42.25373721122742,3000,0.4542073581989306,1364.7535672187805,0.2821540321806316,8.10856008529663,150,0.08131045861615453,0.6734340297890717,0.3499199997234152,1415.1158645153046
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,4000,0.46015706120882693,2252.745857477188,0.13366946789995784,6.1021857261657715,10,0.10989389057502708,0.5937293080508321,0.37679965282350486,2301.1017804145813
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,4000,0.46015706120882693,2252.745857477188,0.13366946789995784,6.1021857261657715,10,0.2484983766233766,0.07286282188760225,0.07722602339202113,2301.1017804145813
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,4000,0.46015706120882693,2252.745857477188,0.13366946789995784,6.1021857261657715,10,0.4484075448361163,0.2725970428964127,0.27423823747592707,2301.1017804145813
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,4000,0.46015706120882693,2252.745857477188,0.13366946789995784,6.1021857261657715,20,0.06230857608478186,0.6679391571472836,0.3083489134222676,2301.1017804145813
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,4000,0.46015706120882693,2252.745857477188,0.13366946789995784,6.1021857261657715,20,0.305832560296846,0.11050401724580487,0.11544715235155016,2301.1017804145813
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,4000,0.46015706120882693,2252.745857477188,0.13366946789995784,6.1021857261657715,20,0.3484218140265218,0.34794617902787306,0.3304829063549622,2301.1017804145813
union,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,4000,0.46015706120882693,2252.745857477188,0.13366946789995784,6.1021857261657715,30,0.04422345417040388,0.7113754352927862,0.25945663353085435,2301.1017804145813
intersection,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,4000,0.46015706120882693,2252.745857477188,0.13366946789995784,6.1021857261657715,30,0.32154903628117915,0.1322896960490066,0.13692285953563912,2301.1017804145813
majority,.\weights\CVPR2022_CVNet_R50.pyth,vit_large_patch14_dinov2.lvd142m,openai/clip-vit-base-patch32,400,0.1416491328798426,42.25373721122742,4000,0.46015706120882693,2252.745857477188,0.13366946789995784,6.1021857261657715,30,0.2747297945092314,0.3902349988257647,0.35110083825288996,2301.1017804145813
