mode,global_family,global_bb,global_m,global_map,local_family,local_bb,local_m,local_map,sem_family,sem_bb,sem_map,top_k,precision,recall,f3,total_time
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,100,0.014164853952541535,0.7637324877238457,0.11590935160662001,2466.019452571869
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,100,0.27540510256071704,0.20270423132698723,0.19657735556120942,2466.019452571869
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,100,0.08990397785641976,0.45101294385098817,0.28736186302098415,2466.019452571869
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,10,0.10666860884412405,0.5915108655111759,0.371374281541886,2710.537967443466
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,10,0.2483766233766234,0.07904520610426836,0.08346919150654833,2710.537967443466
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,10,0.4084792439703154,0.22554116608499727,0.2287448974071174,2710.537967443466
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,20,0.06090376471027435,0.6674715126700183,0.30447307602705637,2710.537967443466
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,20,0.2988906926406927,0.10527213401783685,0.11007277765794984,2710.537967443466
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,20,0.32128960167718285,0.2927740638266325,0.2804996363854818,2710.537967443466
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,30,0.04329911697337459,0.705272847444233,0.2557220122045867,2710.537967443466
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,30,0.3108650278293135,0.12475247171341516,0.12914409695309395,2710.537967443466
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,30,0.25056801068176016,0.33220043739046795,0.29967261953379765,2710.537967443466
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,40,0.033516560223584915,0.7275433865668539,0.21917749390166458,2710.537967443466
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,40,0.3193088116789416,0.14168666486514078,0.14540999264765048,2710.537967443466
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,40,0.204103030340565,0.3637060837261372,0.3103042004295658,2710.537967443466
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,50,0.027590191795905834,0.7477972698005881,0.1931108500397724,2710.537967443466
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,50,0.31631698478289383,0.15624431816061876,0.15870265677376608,2710.537967443466
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,50,0.16864873522458412,0.38656368923390505,0.31193003594429763,2710.537967443466
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,60,0.023450137563278902,0.7605603709088,0.17229285421187163,2710.537967443466
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,60,0.3159848313663249,0.16821059783841488,0.16945454572476826,2710.537967443466
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,60,0.1459701566850819,0.40909221510706417,0.31407322417620137,2710.537967443466
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,70,0.020462627610579,0.7730069318334454,0.15597975365338282,2710.537967443466
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,70,0.3052380758671343,0.17815738130386718,0.177581449552987,2710.537967443466
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,70,0.12699682639202603,0.4234320712285762,0.3095547090807887,2710.537967443466
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,80,0.018149345070586756,0.7833076227550778,0.14242867390699146,2710.537967443466
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,80,0.2988193552323926,0.18746578269472655,0.18555748528796961,2710.537967443466
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,80,0.11201897787833144,0.4381827373352392,0.3056987830095089,2710.537967443466
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,90,0.016363030307136442,0.7927230779867572,0.1314020456276463,2710.537967443466
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,90,0.28803585971808376,0.19569887276270964,0.19176666723307595,2710.537967443466
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,90,0.10086886499094279,0.4532530633836497,0.3014783620024243,2710.537967443466
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,100,0.014901296873024918,0.8006634709139006,0.12193490656207229,2710.537967443466
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,100,0.2761245732794967,0.2043271867445855,0.19793426800426153,2710.537967443466
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,100,0.09292688579822306,0.4668713481631262,0.29793389495389305,2710.537967443466
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,10,0.10770823408044335,0.5864124857004679,0.37121316398534515,2874.152801513672
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,10,0.26393398268398266,0.08388489945141014,0.08843170511678283,2874.152801513672
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,10,0.41843208874458876,0.22648891433030086,0.2292514768346292,2874.152801513672
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,20,0.06047267242058924,0.6563499587295185,0.3014152518946551,2874.152801513672
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,20,0.3090773809523809,0.10984963398900564,0.11485135581962122,2874.152801513672
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,20,0.32776631061939504,0.2983681247981286,0.2856202830155615,2874.152801513672
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,30,0.04259247456551057,0.692381496397563,0.251272706091335,2874.152801513672
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,30,0.31453888373531236,0.12751248677050814,0.13189913279804533,2874.152801513672
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,30,0.2510552147261717,0.33893185757562194,0.3050689561739502,2874.152801513672
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,40,0.033018210741442476,0.7158270139481941,0.21574924212876226,2874.152801513672
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,40,0.3174059571381,0.1426884408669168,0.14648082922835057,2874.152801513672
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,40,0.20711395463681084,0.3693466293727705,0.31497757974400137,2874.152801513672
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,50,0.02703140353128103,0.7317277871362573,0.1889699387167454,2874.152801513672
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,50,0.32043016957789683,0.15825840030862948,0.1609704743956345,2874.152801513672
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,50,0.17309177753925567,0.39147043585128477,0.3168157021748732,2874.152801513672
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,60,0.0230221856067002,0.7464876356348855,0.1690050282173256,2874.152801513672
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,60,0.3180156690201333,0.16876143588925294,0.1701694440932,2874.152801513672
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,60,0.14754978805051064,0.41007416177691675,0.3157940259981433,2874.152801513672
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,70,0.020119054410637233,0.7592392531551718,0.153225259624286,2874.152801513672
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,70,0.3064726092655168,0.17907347909496496,0.1784117095902287,2874.152801513672
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,70,0.12852648366437092,0.4252054230120741,0.311383048109793,2874.152801513672
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,80,0.017857372257761676,0.7711314532170147,0.14009238690521048,2874.152801513672
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,80,0.30320167451420577,0.18828911610734567,0.18610044741321413,2874.152801513672
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,80,0.1133690964042448,0.43842708736652114,0.3064727438644569,2874.152801513672
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,90,0.01610383072658481,0.7792189891955934,0.12922852943123952,2874.152801513672
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,90,0.29686012207879275,0.19765953610730158,0.19366740126337442,2874.152801513672
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,90,0.1015401798360311,0.4511442403434143,0.30083771236595075,2874.152801513672
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,100,0.014678720067216766,0.7886347049150239,0.12006770341172318,2874.152801513672
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,100,0.2867608368255614,0.2051431614444888,0.1989569327335144,2874.152801513672
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-256,0.42965429911817243,100,0.09298053430308117,0.46512730171534605,0.29710771021011606,2874.152801513672
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,10,0.11955530242852162,0.6531795110367733,0.4135987813828705,3511.96119761467
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,10,0.26420454545454547,0.0853795042333526,0.08996814342294816,3511.96119761467
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,10,0.4299686920222634,0.241074815442176,0.24368860694041325,3511.96119761467
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,20,0.06666957415109882,0.7218368119789769,0.33243581198416783,3511.96119761467
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,20,0.30802411873840446,0.11108856010617853,0.11599947299025408,3511.96119761467
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,20,0.34009031642960214,0.31196802968909537,0.29821546947354716,3511.96119761467
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,30,0.04668227779633596,0.755986582424345,0.27560846102650705,3511.96119761467
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,30,0.31719426406926404,0.12922489773616588,0.13365841447460317,3511.96119761467
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,30,0.2630763906516477,0.3524307144186346,0.3178105207759494,3511.96119761467
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,40,0.03594362249179938,0.7759292301631396,0.2350028644338858,3511.96119761467
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,40,0.3232710201054357,0.14592709209663945,0.14978411779304043,3511.96119761467
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,40,0.2148301240059865,0.3801293171035102,0.3254857535433416,3511.96119761467
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,50,0.029413780958644768,0.7923597624311433,0.20577830131935645,3511.96119761467
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,50,0.32021210886876467,0.16118724229997147,0.16369107373696365,3511.96119761467
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,50,0.17867574545900536,0.40366353450948084,0.3269799034241651,3511.96119761467
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,60,0.02487745405423892,0.8031493658069289,0.18276594972872287,3511.96119761467
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,60,0.32015596011131725,0.17267300051510326,0.17376855108732644,3511.96119761467
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,60,0.15264439953285333,0.422588421957573,0.3258100867282612,3511.96119761467
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,70,0.021663603265004237,0.815296404374422,0.16513029861701273,3511.96119761467
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,70,0.31122301692715654,0.18268935726441454,0.18189378481246118,3511.96119761467
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,70,0.13372123360079774,0.43825113676801514,0.3215243395802918,3511.96119761467
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,80,0.01921012506658252,0.8275010400165576,0.15080026511609118,3511.96119761467
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,80,0.307427711453669,0.19182769062806307,0.18972443356428623,3511.96119761467
majority,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,80,0.11861324049666491,0.45198171680994914,0.3168964064389467,3511.96119761467
union,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,90,0.01721631012609211,0.8322214698551598,0.13827478404438262,3511.96119761467
intersection,SuperGlobal,.\weights\CVPR2022_CVNet_R50.pyth,0,0.15977721859510113,DINOv2,vit_large_patch14_reg4_dinov2.lvd142m_336,0,0.11820765820122862,SigLIP,google/siglip-large-patch16-384,0.5178618221401614,90,0.3017802627911728,0.20078453610730154,0.19688830992883655,3511.96119761467
