mode,global_family,global_bb,global_m,global_map,local_family,local_bb,local_m,local_map,sem_family,sem_bb,sem_map,top_k,precision,recall,f3,total_time
union,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,20,0.05696399750524112,0.5835343674050464,0.2765650157224219,691.4436819553375
intersection,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,20,0.3265612116058545,0.14517017007587096,0.14875884581923574,691.4436819553375
majority,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,20,0.2093585193798859,0.30408164431273677,0.26974378855464826,691.4436819553375
union,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,30,0.04088660963064419,0.6255532319942174,0.23618726758003242,691.4436819553375
intersection,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,30,0.3073618255842282,0.1739162811235959,0.1736295478325213,691.4436819553375
majority,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,30,0.15918303690460794,0.3433801981536416,0.27973024005923314,691.4436819553375
union,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,40,0.03225801531497351,0.6520602337274176,0.20626662382939553,691.4436819553375
intersection,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,40,0.2885176120587091,0.1935744254260297,0.1885585651678972,691.4436819553375
majority,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,40,0.12828858553791195,0.3763885602980332,0.2824221360658279,691.4436819553375
union,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,50,0.02674633188051636,0.6725715158255504,0.18347203754051186,691.4436819553375
intersection,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,50,0.2669659689589648,0.21031323911743124,0.20017975370055913,691.4436819553375
majority,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,50,0.10756443632149686,0.39843771570399716,0.2775350835615878,691.4436819553375
union,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,60,0.02298353462047476,0.6925361252919265,0.16579193758904656,691.4436819553375
intersection,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,60,0.24640332941585527,0.22976793731902592,0.2131200459945201,691.4436819553375
majority,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,60,0.09349165228705951,0.4200514149556835,0.2739510970059094,691.4436819553375
union,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,70,0.020291121593741836,0.7111802009159247,0.15207113533618133,691.4436819553375
intersection,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,70,0.22825666690821403,0.24356429608291716,0.22017625309296138,691.4436819553375
majority,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,70,0.08222297129517656,0.44012286123391936,0.2687101713853301,691.4436819553375
union,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,80,0.018138742668105196,0.7229588314982701,0.13999447377724872,691.4436819553375
intersection,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,80,0.21353341131554893,0.25973247134200156,0.22938793776576086,691.4436819553375
majority,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,80,0.07395685783347385,0.45986084768194196,0.26455445663746263,691.4436819553375
union,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,90,0.01638817972524818,0.732781831807209,0.1294829613073951,691.4436819553375
intersection,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,90,0.19884719118844976,0.2697738639320954,0.2334802624361743,691.4436819553375
majority,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,90,0.06655942882700965,0.47431426334572824,0.2581165559277922,691.4436819553375
union,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,100,0.01496317842209461,0.7411792627492828,0.12053513446754627,691.4436819553375
intersection,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,100,0.1861565384223739,0.2811342233306757,0.23832910238762667,691.4436819553375
majority,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-256,0.35208513930299556,100,0.06094001281443189,0.4865029869756761,0.2517558157644767,691.4436819553375
union,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,10,0.10933235279017267,0.565451061887989,0.3646337784492906,935.9621968269348
intersection,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,10,0.301271645021645,0.10502696973046474,0.10994880188759942,935.9621968269348
majority,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,10,0.3133487296433725,0.24669685460007268,0.24005065546336293,935.9621968269348
union,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,20,0.062438831800494914,0.641880013620727,0.3035975582641637,935.9621968269348
intersection,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,20,0.33317371886771235,0.14879131894864323,0.1519374268412686,935.9621968269348
majority,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,20,0.21699176196978606,0.3081543077604002,0.27387393524559445,935.9621968269348
union,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,30,0.044535571920712676,0.681242398951528,0.25759890327776946,935.9621968269348
intersection,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,30,0.3217230956273164,0.1772393221698512,0.17695507702655205,935.9621968269348
majority,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,30,0.16532555084027914,0.35310151264362494,0.2877142805492976,935.9621968269348
union,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,40,0.03487475953293439,0.7061681719996751,0.2233508257433535,935.9621968269348
intersection,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,40,0.29798707027005045,0.19981377590239316,0.1943430165633379,935.9621968269348
majority,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,40,0.13359301898350573,0.38638197484704834,0.2904889876000164,935.9621968269348
union,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,50,0.02884821087317434,0.7277739320722991,0.1981292298410932,935.9621968269348
intersection,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,50,0.2793512599334076,0.21624857812906895,0.20601445989886583,935.9621968269348
majority,ConvNeXtV2,convnextv2_tiny,0,0.1608115887870772,DINOv2,vit_base_patch14_reg4_dinov2.lvd142m_224,0,0.12122812430929275,SigLIP,google/siglip-base-patch16-384,0.4186538782313581,50,0.1109731909243904,0.409319448734675,0.2859826804447047,935.9621968269348
