mode,sg_bb,depth,sg_m,dino_bb,dino_m,clip_bb,precision,recall,f3,top_k,sg_map
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.036379097093382814,0.013674664080508235,0.014270929566774658,140,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.1061391592035123,0.43140858622798556,0.2918638777567448,140,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.009155556316810377,0.7822498506978549,0.0801949019074942,150,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.03813775510204081,0.01446831487415903,0.015105920674775187,150,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.09836736685205201,0.435393343009486,0.2862360760053803,150,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.08478581832314869,0.4972532469625909,0.3071788787039767,10,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.011363636363636364,0.002790398184067015,0.0029894828447943533,10,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.37794623531230676,0.16825522816140653,0.17312568965137123,10,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.04883065514372667,0.5659175191320437,0.25176432404357835,20,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.016233766233766232,0.00412517451884335,0.004420766701139404,20,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.3280263770320589,0.2276936483164997,0.22393090323072062,20,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03467262759035073,0.6006797874373313,0.2103177905573784,30,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.020292207792207792,0.005553359429171117,0.005862974907274441,30,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.2716545273593706,0.265127488932636,0.24935418829295605,30,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.02716865579541214,0.626937482319692,0.18155578113572332,40,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.024756493506493508,0.006209064204194074,0.0065773881662379826,40,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.22581899235293879,0.29152494529810224,0.2621450738140027,40,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.022426024207149148,0.6453161543808029,0.15973141913773223,50,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.026785714285714284,0.006620179063360882,0.0070224948096051275,50,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.18805757973494105,0.31223630789198487,0.26890223806363905,50,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.019096908745082516,0.6592515718673568,0.14251656536179091,60,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.02949134199134199,0.007926610726935403,0.00833161442595295,60,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.16623118251929883,0.3297689105706915,0.2735405282809173,60,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.01673231976032586,0.6712595301815365,0.12922579789190353,70,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.030898268398268394,0.008823772277506043,0.009275823939122583,70,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.1502312759160154,0.34777835906560123,0.27805710220857816,70,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.014901166865559982,0.6807673023516464,0.11821138121671576,80,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03116883116883117,0.009145987940630797,0.009613475097897386,80,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.13397647505784394,0.3622674863280764,0.2782536218802188,80,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.013444878487964385,0.6903704531849824,0.10907367829420822,90,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03191287878787878,0.009518011750154607,0.010006208688388302,90,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.12175049371516265,0.37415657643646566,0.27744132553576467,90,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.012300493566734886,0.7010438616668324,0.10160908377535173,100,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03363095238095238,0.0099721706864564,0.01048696271497531,100,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.11062225204838474,0.3836436395653833,0.27455192698094505,100,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.011296200332864057,0.7066366656458091,0.09472153875205537,110,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03463203463203463,0.010777094928880643,0.011310747365802504,110,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.10025057957957983,0.3931818939697091,0.27125172884241405,110,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.010447035129515945,0.7123771643246195,0.08874098889069597,120,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.0362012987012987,0.011535022066677912,0.012106801039254813,120,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.09241380200961548,0.40245391028312155,0.26808211626921685,120,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.009748519407148522,0.7183766595083679,0.08371340128693161,130,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.034715136054421766,0.011811733991117108,0.012331974978171593,130,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.085860928305701,0.4144189924592427,0.26617958231766137,130,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.009109556728979819,0.7227933332026389,0.07899603977633836,140,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.034268707482993196,0.012785759965143082,0.013291174130902732,140,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.08028997285854333,0.42269276684503004,0.26250047708282476,140,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.00857518328868059,0.727076997425904,0.0749901634290295,150,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.035863095238095236,0.013236697916081034,0.013772357982580342,150,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.07530557322352144,0.4305709749464524,0.2585292693452217,150,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.10194771519325152,0.5802352457193939,0.3624273561070198,10,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.012175324675324676,0.003312197813009501,0.0035007930806111682,10,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.490530303030303,0.25144767783411304,0.25716596870781616,10,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.057839281156953616,0.658161268719185,0.29593329922805,20,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.01948051948051948,0.004863219392440172,0.005169491358922066,20,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.42737546319120995,0.3259431939495442,0.3201581844009625,20,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.040977968792074854,0.6992840370943886,0.24762303756810836,30,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.022727272727272728,0.0058304812972020765,0.0061656531303587656,30,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.35578766471623613,0.36662032131140226,0.3460612339830681,30,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.03178628810503794,0.725303410461451,0.2120753454536054,40,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.02692099567099567,0.0066496950019677295,0.007056587880771013,40,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.3030923926143695,0.3952566643313397,0.35897779314258726,40,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.026025073127227308,0.7417217150422364,0.18527122442660773,50,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.028544372294372292,0.007060809861134536,0.007497940184121098,50,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.258686298372303,0.4124367473864943,0.36048240840908946,50,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.02208875782417367,0.755466171555505,0.16480888627234494,60,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.030438311688311688,0.008251286051610728,0.008718000434629303,60,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.22681721917464814,0.43150038351587716,0.3631517928199033,60,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.019228668233322425,0.765029892016141,0.1485325382037927,70,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.033685064935064936,0.01007609138696801,0.010639073460292251,70,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.19947388135045704,0.44408932921812505,0.3598578237610342,70,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.017021791618591894,0.7724671545085506,0.13510075487534154,80,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.03584956709956709,0.01098616616067915,0.011600142192783698,80,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.1776842891482274,0.45882734563681377,0.3586809419778746,80,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.015300736652949176,0.7805045843565229,0.12418595751183215,90,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.03808170995670995,0.011737944144599988,0.012402075652448444,90,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.16065575017548828,0.4688182948931851,0.3544315815813878,90,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.01387960174604475,0.786815812360121,0.11474692555634153,100,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.03902867965367965,0.012327384466183169,0.013024022201001283,100,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.14553193954031032,0.47740116449472353,0.3489410266647657,100,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.012760455649477899,0.7941429615393519,0.10708515539262899,110,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.0412898113790971,0.01323376974756845,0.01397519042816281,110,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.13332286178791977,0.48681651465682685,0.34464064789571147,110,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.011799341506350959,0.7992495048453795,0.10027270139219689,120,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.041154529993815706,0.013605178641704616,0.014350302130791803,120,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.12258003807328718,0.4944765328652121,0.3390602834718825,120,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.010976368965879326,0.8049982699691447,0.09432356317858269,130,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.04227736549165121,0.01408481264406589,0.014850495089352139,130,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.11349598996894097,0.5031268404400328,0.3339994608392729,130,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.010275801386728942,0.8110167104031696,0.08916059883522993,140,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.04241264687693259,0.015221176280429528,0.015948150615711403,140,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.10525323352714677,0.5093848929034424,0.3271709620773151,140,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.009643614905629745,0.8144203256371418,0.08438485836459239,150,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.04454816017316017,0.01601482707408032,0.016786671494775807,150,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.09760413435275948,0.515155515546439,0.3210218604887344,150,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.08941528594996706,0.5264376118242381,0.324284795754047,10,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.011363636363636364,0.0027166083375498957,0.0029099213172130234,10,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.3733688930117502,0.17069036239204305,0.1752055957189015,10,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.05132053833628655,0.5920989433731747,0.2641784836364283,20,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.016233766233766232,0.00412517451884335,0.004420766701139404,20,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.3172529738479414,0.2321593757231649,0.22737430846751072,20,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.036332779262642625,0.626698384442249,0.22028646628000326,30,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.019615800865800864,0.005553359429171117,0.005860489187676385,30,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.25884822990437967,0.2665531917895363,0.25036578593300385,30,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.02840780659162901,0.6522056801635678,0.18968800518773915,40,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.024485930735930733,0.006209064204194074,0.006576853620466101,40,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.2189916038464549,0.2945704644699584,0.2643771101706531,40,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.02349646854905565,0.673167286622214,0.1672914673509181,50,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.026515151515151512,0.006595582447855175,0.006995084965218815,50,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.1907690073799724,0.31638672236218074,0.2724775615079976,50,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.020002385726921482,0.6859213543305647,0.14916031835700022,60,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.02895021645021645,0.007926610726935403,0.0083446327602753,60,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.16875107582261656,0.3354751488166786,0.27792298746964983,60,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.01749722887346856,0.6989140996380541,0.1351232971237962,70,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03125,0.008823772277506043,0.009301580075694881,70,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.15122988414263847,0.35292666149952245,0.2812119411291457,70,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.01557591836810696,0.7090413168472516,0.12358431941885886,80,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03130411255411255,0.009145987940630797,0.009618952077058577,80,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.13444887549949563,0.36657324656393603,0.2807296429305834,80,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.014053445749572683,0.71795638941898,0.11400722405062762,90,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03164231601731602,0.009591801596671726,0.010085932825161186,90,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.12355618747605925,0.38084594467687477,0.2815657133455076,90,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.012793477331007462,0.7247372663703116,0.10567371094994399,100,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03340097402597402,0.010045960532973519,0.010569058822267444,100,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.11197661428799534,0.39130609676589434,0.2794152554380548,100,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.011756179514804323,0.7305352936231707,0.09856492690656472,110,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03382034632034632,0.010850884775397762,0.011383119253375313,110,0.002404929697282703
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.10283402616685197,0.40102443353374406,0.2766456524515511,110,0.002404929697282703
union,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.010875707869379326,0.7355746130699578,0.09235397408153737,120,0.002404929697282703
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,700,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.034577922077922076,0.011535022066677912,0.012076565600883292,120,0.002404929697282703
