mode,sg_bb,depth,sg_m,dino_bb,dino_m,clip_bb,precision,recall,f3,top_k,sg_map
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.014874208556392668,0.6008806572798647,0.11493917128828171,70,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.029626623376623376,0.008208856889863385,0.00862662482252596,70,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.14936806529887858,0.30269348196737905,0.24723319885938144,70,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.01333926213455194,0.6142137099595083,0.10589596757006782,80,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03192640692640692,0.009129736605385958,0.009599673024251805,80,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.13210675052351512,0.31573594757621204,0.24775335258902065,80,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.012064267316935606,0.6245608326240011,0.09792090648434824,90,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03125,0.009424895991454433,0.009901769090420015,90,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.11936402714363212,0.32699649730362584,0.24771792342665735,90,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.011057215196610796,0.6337936114793449,0.09136598288263874,100,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.031047077922077924,0.00956017737673582,0.010037906925704634,100,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.10880069782834814,0.33684548206069886,0.2466248146703859,100,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.010176323790439512,0.6397922888958507,0.08533559265943984,110,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.029816017316017317,0.009898380839939281,0.010373514088841367,110,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.0993966438149773,0.34730625595491427,0.24547528924718034,110,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.009430300773073712,0.6464984682684262,0.08011286928997374,120,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.030681818181818178,0.010754840848185005,0.01123984559029007,120,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.09137771840893477,0.35534949563370594,0.24262496572972125,120,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.008846906478888607,0.6551520553919808,0.07598184682318478,130,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.030291434755720475,0.011007366100710255,0.0114920636234558,130,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.08479723959233912,0.3647345978150743,0.24059965025891422,130,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.008310371873954827,0.6631566139647214,0.07207425477805547,140,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03056199752628324,0.011304985148329304,0.011801236368057648,140,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.07883256607830597,0.3699439852890722,0.23641436335036653,140,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.007856832639527075,0.6707101467414683,0.06872720883030639,150,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03085961657390229,0.012334089972076984,0.012809233927714898,150,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.07351435899691267,0.37469751548903096,0.23171454601012748,150,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.0910823874079523,0.5202010254859519,0.32517900078364526,10,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.013798701298701298,0.0038065897846742,0.0040248899084044405,10,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.4357606679035251,0.20180509697256738,0.2078101907105573,10,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.0525711696525308,0.6037471856590697,0.2698950364815976,20,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.020292207792207792,0.005330555087048594,0.005621993461490491,20,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.404451108955979,0.2668161151539446,0.2650633017680716,20,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.03757808430223093,0.6457952260025646,0.22757428387938378,30,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.022321428571428572,0.0059310638856093405,0.0062687063969063045,30,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.3435932847175798,0.30019241631278487,0.28860344956768524,30,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.02929032686865317,0.6727085519919983,0.19563114316427738,40,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.023133116883116884,0.006066345270890726,0.006416286089940543,40,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.29731450102960844,0.32695469915556813,0.3042415708626388,40,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.024021728065003835,0.690512241132944,0.1712834806213593,50,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.02719155844155844,0.007023300022488334,0.0074504939203726825,50,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.2576443550895603,0.3462414034934805,0.3114615839685378,50,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.02049087045904963,0.7072899964181476,0.15311245309872923,60,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.030844155844155844,0.008570778518018777,0.009056729299899988,60,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.22652672785243716,0.360991823289498,0.31411641172689303,60,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.017895966172875918,0.7194457902094935,0.138464780734405,70,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.033279220779220776,0.009731738769888122,0.010281215363745018,70,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.19964155973342781,0.3739391182543159,0.3141717609332334,70,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.01595561984889111,0.7328745044319911,0.12686773110131025,80,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.035849567099567096,0.01049028082307303,0.011089588336815958,80,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.17833999126493347,0.38581449857173217,0.31357541892931795,80,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.014369119723927197,0.742153606913204,0.11680806161621657,90,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.03506493506493506,0.010886901248102546,0.011490575463970415,90,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.16008957805460222,0.3949574997804801,0.31110388884979207,90,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.01305382813419659,0.7485447153538253,0.10806413454879603,100,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.03601190476190476,0.011300475768819925,0.011930776907164256,100,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.14554595312240276,0.4022387691964898,0.3067723904940204,100,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.012028860060880383,0.7575116974634736,0.10107407957043604,110,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.03547271181199752,0.01153721819306235,0.012153531137421446,110,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.1347102264408347,0.4115456014335168,0.3047872735309502,110,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.01112834221762396,0.7625699259890436,0.09467945808476748,120,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.03632498453927025,0.012142441342928356,0.012761380216621846,120,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.12473407879214424,0.4188555570962227,0.3012176858209419,120,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.01038647658885306,0.7705894857943176,0.08935603850497939,130,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.03610853432282003,0.012557304257791271,0.01317626645754744,130,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.11452857163230169,0.4253497663501722,0.2968110308478236,130,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.009738486101676712,0.7771789776516668,0.08458227696535668,140,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.03800247371675943,0.01322018304567006,0.01385947019057964,140,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.10616305775083815,0.43135734327901537,0.2917712939086422,140,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.009160045862857643,0.7824730649835693,0.08023045356587288,150,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.038300092764378485,0.014429663049792922,0.015040891424699637,150,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.09859442813094645,0.43554502213843793,0.2863729546607372,150,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.08478501159960956,0.4970503248846688,0.307065093551463,10,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.012987012987012988,0.003358580002248833,0.003593141200168956,10,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.37794623531230676,0.16827982477691225,0.17315186120649667,10,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.04883588158892861,0.5659596847586247,0.2517990099808291,20,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.017045454545454544,0.00466630005996889,0.0049528303312891585,20,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.32824282724850906,0.22780960378959805,0.22401384752430112,20,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.034671965279891144,0.6006797874373313,0.21031716237907716,30,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.020292207792207792,0.005587179775491463,0.0058993644206253495,30,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.27207510020283304,0.2651696545592172,0.24941417501721433,30,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.027157064892215747,0.626733991832588,0.18149104913992334,40,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.023268398268398268,0.0059995830288038085,0.006348639187141575,40,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.22547024456817114,0.29163153063196035,0.2621831201837399,40,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.022429747462193343,0.6454514357660843,0.15977261522608305,50,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.02719155844155844,0.0069666399617698315,0.007389028081984877,50,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.18728852221300743,0.31253263854545843,0.2691122890877666,50,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.019100882026581792,0.6592966656624506,0.1425365237169657,60,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.031385281385281384,0.008630073930398606,0.00907787782396677,60,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.1663011910791653,0.32983977224869604,0.2736487667617455,60,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.016732179082365052,0.6712595301815365,0.12922277250576453,70,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.030979437229437228,0.008654670545904313,0.009103071979172758,70,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.15021462292499224,0.348048921836164,0.2782365651190374,70,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.01490308134400954,0.6808619993213433,0.11823255496483394,80,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.032873376623376624,0.009575550261426884,0.010076418925216485,80,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.13404173963156155,0.36240276771335783,0.2783989792568823,80,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.013445738559676165,0.6903749625644917,0.10907748441483522,90,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03382034632034632,0.009870709647495361,0.010388009607028684,90,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.12186208569166981,0.3738782833010297,0.2772692032306281,90,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.012303596279505771,0.7011385586365294,0.10163422169753604,100,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03383387445887446,0.010005991032776747,0.010521608870311118,100,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.11075097398886845,0.3834181705899143,0.2744789224135796,100,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.011294019577027227,0.7065928602448608,0.09470553616152409,110,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.032670454545454544,0.01034419449598021,0.010858219373313315,110,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.10026589790579432,0.392753502916318,0.27093998577128264,110,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.010445396239597912,0.7123333589236712,0.08872656081907083,120,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03475378787878788,0.01127444435074305,0.011820407160931523,120,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.09245593664632769,0.40231862889784015,0.26806943931189076,120,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.009750634543825895,0.7185389971707056,0.0837319641149451,130,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.033700525664811375,0.011526969603268305,0.012029061611464163,130,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.0860895660704267,0.4144685956338458,0.2662402883161043,130,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.009115624916424253,0.7232194695662754,0.07904937346588765,140,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.033294681508967215,0.011824588650887351,0.01232652411606048,140,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.08042703912178963,0.4229452920975553,0.2626489440967137,140,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.008582660433372942,0.7277060558674624,0.07505842775856628,150,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.034498685837971554,0.012853693474635032,0.013358688158770424,150,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.07544386246850268,0.43066116253664,0.2585977970137979,150,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.10196654097294686,0.5800569202569776,0.3623484275589462,10,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.013798701298701298,0.0038803796311913195,0.00410445143598577,10,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.49046266233766234,0.25144767783411304,0.2571635135102612,10,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.0578450721933128,0.6582034343457662,0.2959680482377698,20,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.020292207792207792,0.005404344933565713,0.00570155498907182,20,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.42644459842105953,0.3260591494226425,0.3202548095256089,20,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.040976755934472274,0.6992840370943886,0.2476214810852402,30,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.022727272727272728,0.005980257116620753,0.006324966594758625,30,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.3557008219954648,0.36654653146488514,0.3460014345399018,30,0.0022901693533645454
union,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.03176946402467769,0.7250521736030713,0.21197958661821875,40,0.0022901693533645454
intersection,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.025162337662337664,0.006440213826577465,0.006825454249396477,40,0.0022901693533645454
majority,.\weights\CVPR2022_CVNet_R50.pyth,50,350,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.30224646811668315,0.3954109960364735,0.3591493703236791,40,0.0022901693533645454
